"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 02/06/2014,        11.8,      1,        11.7,      1,        75.9,    140,         329,      1,         1.5,      1,       907.9,      1,     10322.1,      1
00:00:00 03/06/2014,         2.6,      1,        11.5,      1,        78.3,    140,          64,      1,         1.2,      1,       906.0,      1,     11058.4,      1
00:00:00 04/06/2014,         0.4,      1,        12.4,      1,        78.3,    140,         295,      1,         0.9,      1,       903.4,      1,      8869.1,      1
00:00:00 05/06/2014,        11.2,      1,        14.0,      1,        74.4,    140,         248,      1,         1.2,      1,       905.8,      1,     11830.3,      1
00:00:00 06/06/2014,         0.0,      1,        15.5,      1,        70.0,    140,         309,      1,         1.5,      1,       910.4,      1,     13880.2,      1
00:00:00 07/06/2014,         0.0,      1,        17.9,      1,        70.3,    140,          49,      1,         1.3,      1,       910.8,      1,     14495.0,      1
00:00:00 08/06/2014,         0.0,      1,        20.5,      1,        59.1,    140,         328,      1,         1.3,      1,       912.6,      1,     14473.0,      1
00:00:00 09/06/2014,         0.0,      1,        19.3,      1,        62.6,    140,          68,      1,         1.6,      1,       913.0,      1,     11368.0,      1
00:00:00 10/06/2014,         0.8,      1,        19.0,      1,        63.8,    140,          84,      1,         1.2,      1,       912.3,      1,     13606.8,      1
00:00:00 11/06/2014,         1.6,      1,        18.5,      1,        70.4,    140,          88,      1,         1.1,      1,       913.6,      1,     10079.3,      1
00:00:00 12/06/2014,         0.0,      1,        19.0,      1,        65.8,    140,          44,      1,         1.5,      1,       913.4,      1,     11313.5,      1
00:00:00 13/06/2014,         0.2,      1,        18.0,      1,        65.0,    140,          78,      1,         2.0,      1,       908.4,      1,     13519.0,      1
00:00:00 14/06/2014,         0.0,      1,        16.6,      1,        65.5,    140,         269,      1,         1.8,      1,       904.2,      1,     12677.2,      1
00:00:00 15/06/2014,         8.4,      1,        12.7,      1,        93.0,    140,         187,      1,         0.7,      1,       906.9,      1,      6482.2,      1
00:00:00 16/06/2014,         6.8,      1,        13.6,      1,        78.5,    140,         327,      1,         1.1,      1,       906.4,      1,      8170.6,      1
00:00:00 17/06/2014,         4.2,      1,        13.3,      1,        76.3,    140,          45,      1,         1.0,      1,       906.4,      1,      8403.5,      1
00:00:00 18/06/2014,         0.4,      1,        13.3,      1,        73.5,    140,          62,      1,         0.9,      1,       908.1,      1,     11077.7,      1
00:00:00 19/06/2014,         2.0,      1,        15.7,      1,        65.0,    140,         323,      1,         1.1,      1,       906.8,      1,     13657.3,      1
00:00:00 20/06/2014,         0.0,      1,        15.8,      1,        53.1,    140,         321,      1,         1.1,      1,       904.9,      1,      9264.2,      1
00:00:00 21/06/2014,         0.0,      1,        15.8,      1,        61.8,    140,         298,      1,         1.9,      1,       906.8,      1,     14007.1,      1
00:00:00 22/06/2014,         1.4,      1,        17.7,      1,        71.6,    140,         288,      1,         1.5,      1,       909.2,      1,     13540.2,      1
00:00:00 23/06/2014,         8.6,      1,        17.3,      1,        76.9,    140,         295,      1,         1.8,      1,       910.0,      1,     12831.1,      1
00:00:00 24/06/2014,        11.6,      1,        15.0,      1,        86.6,    140,         232,      1,         1.1,      1,       905.8,      1,     10078.4,      1
00:00:00 25/06/2014,        10.0,      1,        14.3,      1,        89.3,    140,         263,      1,         1.0,      1,       901.2,      1,      7282.7,      1
00:00:00 26/06/2014,         0.0,      1,        14.5,      1,        70.4,    140,         281,      1,         1.3,      1,       904.3,      1,     13545.2,      1
00:00:00 27/06/2014,         0.0,      1,        16.6,      1,        71.3,    140,         126,      1,         1.1,      1,       908.0,      1,     13248.8,      1
00:00:00 28/06/2014,         0.0,      1,        16.3,      1,        76.4,    140,         300,      1,         0.7,      1,       908.5,      1,      7224.9,      1
00:00:00 29/06/2014,        11.6,      1,        14.3,      1,        86.5,    140,          61,      1,         1.0,      1,       903.4,      1,      4400.3,      1
00:00:00 30/06/2014,         0.6,      1,        14.1,      1,        66.1,    140,         328,      1,         0.9,      1,       903.8,      1,     12389.3,      1
00:00:00 01/07/2014,         1.0,      1,        14.4,      1,        75.7,    140,         302,      1,         0.9,      1,       909.2,      1,      7091.0,      1
00:00:00 02/07/2014,        11.6,      1,        13.0,      1,        91.7,    140,          63,      1,         0.6,      1,       911.7,      1,      4304.4,      1
00:00:00 03/07/2014,         0.0,      1,        14.9,      1,        69.5,    140,          65,      1,         1.2,      1,       915.9,      1,     14113.3,      1
00:00:00 04/07/2014,         0.8,      1,        15.8,      1,        75.9,    140,         282,      1,         1.0,      1,       911.4,      1,      9773.6,      1
00:00:00 05/07/2014,         0.4,      1,        17.8,      1,        70.9,    140,         280,      1,         1.1,      1,       905.1,      1,     13950.6,      1
00:00:00 06/07/2014,         0.6,      1,        18.0,      1,        73.5,    140,          63,      1,         0.6,      1,       907.5,      1,      9806.3,      1
00:00:00 07/07/2014,        11.6,      1,        17.2,      1,        76.8,    140,         279,      1,         0.8,      1,       907.8,      1,      9889.5,      1
00:00:00 08/07/2014,        32.2,      1,        12.9,      1,        98.0,    140,         260,      1,         0.5,      1,       901.3,      1,      5134.8,      1
00:00:00 09/07/2014,         0.4,      1,        11.5,      1,        86.7,    140,          89,      1,         1.2,      1,       900.0,      1,      7686.5,      1
00:00:00 10/07/2014,         0.0,      1,        13.3,      1,        75.5,    140,         348,      1,         0.9,      1,       898.5,      1,      8760.5,      1
00:00:00 11/07/2014,         0.0,      1,        15.3,      1,        67.4,    140,          28,      1,         1.2,      1,       901.2,      1,      7705.6,      1
00:00:00 12/07/2014,         1.0,      1,        15.0,      1,        70.1,    140,          74,      1,         1.0,      1,       903.4,      1,     10579.2,      1
00:00:00 13/07/2014,        22.8,      1,        14.3,      1,        88.2,    140,           3,      1,         0.6,      1,       904.4,      1,      9550.6,      1
00:00:00 14/07/2014,        11.2,      1,        15.0,      1,        89.0,    140,         354,      1,         0.5,      1,       906.3,      1,      9752.9,      1
00:00:00 15/07/2014,         0.0,      1,        17.1,      1,        74.3,    140,          75,      1,         0.8,      1,       910.5,      1,     12957.6,      1
00:00:00 16/07/2014,         0.0,      1,        19.1,      1,        67.7,    140,           2,      1,         1.3,      1,       911.7,      1,     14482.9,      1
00:00:00 17/07/2014,         2.6,      1,        20.1,      1,        65.2,    140,         325,      1,         1.1,      1,       911.6,      1,     14630.0,      1
00:00:00 18/07/2014,         0.0,      1,        20.1,      1,        61.9,    140,         336,      1,         1.2,      1,       910.9,      1,     14116.1,      1
00:00:00 19/07/2014,         0.0,      1,        20.5,      1,        68.3,    140,         319,      1,         1.0,      1,       909.9,      1,     13408.1,      1
00:00:00 20/07/2014,         0.0,      1,        19.9,      1,        72.4,    140,         341,      1,         0.7,      1,       907.5,      1,      9495.1,      1
00:00:00 21/07/2014,        37.6,      1,        13.7,      1,        95.8,    140,         308,      1,         0.5,      1,       903.3,      1,      2231.4,      1
00:00:00 22/07/2014,         0.2,      1,        15.9,      1,        86.5,    140,          51,      1,         0.6,      1,       902.4,      1,      8257.9,      1
00:00:00 23/07/2014,         0.0,      1,        18.4,      1,        71.3,    140,         322,      1,         1.1,      1,       904.1,      1,     13262.1,      1
00:00:00 24/07/2014,         3.0,      1,        15.2,      1,        87.7,    140,          20,      1,         0.4,      1,       905.1,      1,      4717.9,      1
00:00:00 25/07/2014,         0.2,      1,        16.3,      1,        76.3,    140,         292,      1,         0.9,      1,       905.9,      1,     13345.8,      1
00:00:00 26/07/2014,        25.0,      1,        14.0,      1,        94.6,    140,           2,      1,         0.3,      1,       905.2,      1,      3285.3,      1
00:00:00 27/07/2014,         6.0,      1,        15.3,      1,        91.9,    140,          18,      1,         0.3,      1,       905.6,      1,      5226.1,      1
00:00:00 28/07/2014,         0.0,      1,        17.1,      1,        83.1,    140,          29,      1,         0.7,      1,       904.1,      1,     10813.0,      1
00:00:00 29/07/2014,        19.0,      1,        14.5,      1,        95.6,    140,          12,      1,         0.5,      1,       901.7,      1,      5480.3,      1
00:00:00 30/07/2014,        11.4,      1,        14.8,      1,        94.7,    140,         360,      1,         0.5,      1,       899.7,      1,      5727.4,      1
00:00:00 31/07/2014,         0.2,      1,        18.0,      1,        81.5,    140,          33,      1,         0.6,      1,       903.0,      1,      8730.1,      1
00:00:00 01/08/2014,         1.2,      1,        17.6,      1,        80.8,    140,           5,      1,         1.4,      1,       904.1,      1,     12788.9,      1
00:00:00 02/08/2014,        15.8,      1,        16.3,      1,        87.3,    140,          55,      1,         0.8,      1,       904.6,      1,      8705.9,      1
00:00:00 03/08/2014,         2.6,      1,        15.0,      1,        87.4,    140,          49,      1,         1.0,      1,       906.0,      1,      9535.9,      1
00:00:00 04/08/2014,         0.0,      1,        17.6,      1,        73.9,    140,          61,      1,         1.2,      1,       906.7,      1,     14483.4,      1
00:00:00 05/08/2014,         3.0,      1,        16.5,      1,        75.7,    140,          88,      1,         0.9,      1,       907.8,      1,     10075.1,      1
00:00:00 06/08/2014,         0.0,      1,        16.3,      1,        64.9,    140,         359,      1,         0.8,      1,       907.3,      1,     13312.5,      1
00:00:00 07/08/2014,         0.0,      1,        17.6,      1,        69.7,    140,         322,      1,         0.8,      1,       906.7,      1,     11506.8,      1
00:00:00 08/08/2014,         0.0,      1,        17.9,      1,        74.2,    140,         330,      1,         0.9,      1,       907.5,      1,     13051.6,      1
00:00:00 09/08/2014,         8.4,      1,        16.8,      1,        89.0,    140,          26,      1,         0.7,      1,       908.1,      1,      7038.9,      1
00:00:00 10/08/2014,         0.0,      1,        17.9,      1,        79.5,    140,         318,      1,         0.9,      1,       908.2,      1,     11943.9,      1
00:00:00 11/08/2014,         0.0,      1,        19.5,      1,        76.8,    140,         315,      1,         0.8,      1,       905.5,      1,      9762.9,      1
00:00:00 12/08/2014,         8.4,      1,        18.2,      1,        82.9,    140,         349,      1,         1.2,      1,       904.2,      1,      7654.5,      1
00:00:00 13/08/2014,        10.6,      1,        15.7,      1,        95.0,    140,          12,      1,         0.3,      1,       900.8,      1,      4501.4,      1
00:00:00 14/08/2014,         2.0,      1,        13.7,      1,        89.3,    140,         338,      1,         0.3,      1,       902.7,      1,      5176.0,      1
00:00:00 15/08/2014,         6.8,      1,        11.3,      1,        90.2,    140,         330,      1,         0.5,      1,       906.1,      1,      6088.4,      1
00:00:00 16/08/2014,         0.0,      1,        11.0,      1,        81.3,    140,          24,      1,         0.6,      1,       908.7,      1,      6461.1,      1
00:00:00 17/08/2014,         0.0,      1,        12.5,      1,        72.1,    140,         360,      1,         1.1,      1,       908.9,      1,     13315.4,      1
00:00:00 18/08/2014,         0.0,      1,        14.2,      1,        78.9,    140,         340,      1,         0.4,      1,       905.5,      1,      8349.7,      1
00:00:00 19/08/2014,         7.8,      1,        12.4,      1,        95.3,    140,         359,      1,         0.3,      1,       905.8,      1,      4720.9,      1
00:00:00 20/08/2014,        10.0,      1,        13.9,      1,        86.8,    140,         317,      1,         0.5,      1,       905.6,      1,      6459.2,      1
00:00:00 21/08/2014,         1.8,      1,        14.0,      1,        80.6,    140,         331,      1,         0.6,      1,       906.0,      1,     12214.8,      1
00:00:00 22/08/2014,         0.0,      1,        13.6,      1,        84.1,    140,         353,      1,         0.4,      1,       906.9,      1,      5985.8,      1
00:00:00 23/08/2014,        13.2,      1,        11.2,      1,        95.8,    140,          39,      1,         0.4,      1,       906.3,      1,      3416.8,      1
00:00:00 24/08/2014,        20.2,      1,        13.0,      1,        78.6,    140,         349,      1,         0.9,      1,       906.7,      1,     12963.8,      1
00:00:00 25/08/2014,         0.0,      1,        12.0,      1,        90.0,    140,         330,      1,         0.4,      1,       908.5,      1,      7437.4,      1
00:00:00 26/08/2014,         0.0,      1,        13.9,      1,        87.6,    140,         287,      1,         0.6,      1,       903.5,      1,      6209.1,      1
00:00:00 27/08/2014,         0.4,      1,        17.4,      1,        69.8,    140,           6,      1,         0.7,      1,       903.2,      1,     11545.0,      1
00:00:00 28/08/2014,         0.0,      1,        15.5,      1,        74.6,    140,         320,      1,         0.8,      1,       908.7,      1,     11156.4,      1
00:00:00 29/08/2014,         0.0,      1,        16.9,      1,        78.0,    140,         321,      1,         0.7,      1,       909.5,      1,     11397.8,      1
00:00:00 30/08/2014,        10.4,      1,        16.4,      1,        82.4,    140,         345,      1,         0.4,      1,       909.1,      1,      6304.5,      1
00:00:00 31/08/2014,        26.6,      1,        15.0,      1,        87.9,    140,         321,      1,         0.5,      1,       905.0,      1,      7889.4,      1
00:00:00 01/09/2014,         0.0,      1,        12.7,      1,        65.6,    140,          28,      1,         1.9,      1,       903.1,      1,      8756.6,      1
00:00:00 02/09/2014,         0.0,      1,        12.3,      1,        67.5,    140,          22,      1,         0.8,      1,       906.0,      1,      8800.2,      1
00:00:00 03/09/2014,         2.4,      1,        13.4,      1,        85.4,    140,          24,      1,         0.2,      1,       907.2,      1,      7226.0,      1
00:00:00 04/09/2014,         0.2,      1,        14.6,      1,        90.6,    140,         356,      1,         0.1,      1,       907.8,      1,      3567.7,      1
00:00:00 05/09/2014,         0.2,      1,        15.1,      1,        89.6,    140,         343,      1,         0.3,      1,       907.1,      1,      4883.9,      1
00:00:00 06/09/2014,         3.4,      1,        15.2,      1,        86.2,    140,           6,      1,         0.5,      1,       905.3,      1,      8277.0,      1
00:00:00 07/09/2014,        21.6,      1,        15.5,      1,        84.1,    140,           3,      1,         0.8,      1,       906.4,      1,     12197.9,      1
00:00:00 08/09/2014,         0.0,      1,        16.0,      1,        82.1,    140,         359,      1,         0.7,      1,       908.6,      1,     10622.8,      1
00:00:00 09/09/2014,         0.4,    140,        16.2,      1,        81.8,    140,           6,      1,         1.0,      1,       908.1,      1,      9768.6,      1
00:00:00 10/09/2014,         6.0,      1,        14.6,      1,        82.2,    140,         340,      1,         0.8,      1,       904.9,      1,     10991.0,      1
00:00:00 11/09/2014,         0.0,      1,        13.5,      1,        80.6,    140,         299,      1,         0.7,      1,       902.2,      1,     10252.9,      1
00:00:00 12/09/2014,         0.4,      1,        10.8,      1,        75.7,    140,          36,      1,         0.9,      1,       903.9,      1,      8794.6,      1
00:00:00 13/09/2014,         0.0,      1,        12.2,      1,        74.7,    140,          17,      1,         0.7,      1,       906.6,      1,      8847.4,      1
00:00:00 14/09/2014,         0.0,      1,        13.1,      1,        75.5,    140,         339,      1,         0.5,      1,       907.3,      1,      9485.3,      1
00:00:00 15/09/2014,         0.8,      1,        14.2,      1,        81.5,    140,          66,      1,         0.8,      1,       907.4,      1,      9431.6,      1
00:00:00 16/09/2014,         9.4,      1,        14.6,      1,        85.9,    140,         347,      1,         0.6,      1,       907.9,      1,      8889.7,      1
00:00:00 17/09/2014,         0.6,      1,        13.9,      1,        89.4,    140,         359,      1,         0.2,      1,       908.2,      1,      4627.3,      1
00:00:00 18/09/2014,         0.0,      1,        14.1,      1,        86.3,    140,         321,      1,         0.5,      1,       908.8,      1,      5536.0,      1
00:00:00 19/09/2014,        12.2,      1,        14.6,      1,        88.6,    140,         314,      1,         0.4,      1,       910.5,      1,      5039.9,      1
00:00:00 20/09/2014,         0.6,      1,        14.6,      1,        92.7,    140,         354,      1,         0.3,      1,       909.0,      1,      4832.8,      1
00:00:00 21/09/2014,        35.8,      1,        14.5,      1,        84.4,    140,           0,      1,         1.0,      1,       906.2,      1,      8490.9,      1
00:00:00 22/09/2014,         0.2,      1,        12.7,      1,        66.1,    140,          44,      1,         1.3,      1,       903.6,      1,      9120.2,      1
00:00:00 23/09/2014,         0.0,      1,        10.3,      1,        59.2,    140,         352,      1,         0.7,      1,       907.9,      1,      9313.9,      1
00:00:00 24/09/2014,         0.0,      1,         9.5,      1,        77.9,    140,         348,      1,         0.7,      1,       908.3,      1,      6804.7,      1
00:00:00 25/09/2014,         0.0,      1,        11.4,      1,        72.7,    140,          20,      1,         0.5,      1,       907.8,      1,      8190.5,      1
00:00:00 26/09/2014,         0.0,      1,         9.8,      1,        75.8,    140,         351,      1,         0.6,      1,       913.1,      1,      7530.4,      1
00:00:00 27/09/2014,         0.0,      1,        13.2,      1,        76.1,    140,         350,      1,         0.6,      1,       916.0,      1,      8660.6,      1
00:00:00 28/09/2014,         0.0,      1,        12.5,      1,        84.1,    140,         338,      1,         0.5,      1,       918.5,      1,      8321.0,      1
00:00:00 29/09/2014,         0.0,      1,        13.1,      1,        81.3,    140,         351,      1,         0.6,      1,       918.1,      1,      8561.2,      1
00:00:00 30/09/2014,         0.0,      1,        14.2,      1,        81.7,    140,         316,      1,         0.7,      1,       916.1,      1,      7614.6,      1
00:00:00 01/10/2014,        15.6,      1,        13.0,      1,        97.7,    140,         349,      1,         0.1,      1,       914.9,      1,      3050.0,      1
00:00:00 02/10/2014,         0.0,      1,        12.8,      1,        80.8,    140,          11,      1,         0.5,      1,       915.7,      1,      8701.6,      1
00:00:00 03/10/2014,         0.0,      1,        13.1,      1,        82.2,    140,         324,      1,         0.6,      1,       913.4,      1,      7701.8,      1
00:00:00 04/10/2014,         0.0,      1,        12.2,      1,        84.0,    140,         319,      1,         0.6,      1,       909.5,      1,      7398.1,      1
00:00:00 05/10/2014,         0.2,      1,        11.3,      1,        86.4,    140,         335,      1,         0.4,      1,       907.9,      1,      6010.1,      1
00:00:00 06/10/2014,         0.2,      1,        10.6,      1,        84.0,    140,          40,      1,         0.6,      1,       906.9,      1,      6760.9,      1
00:00:00 07/10/2014,         0.8,      1,         9.8,      1,        86.3,    140,         330,      1,         0.5,      1,       908.5,      1,      5445.9,      1
00:00:00 08/10/2014,         2.0,      1,        11.8,      1,        97.3,    140,         343,      1,         0.2,      1,       909.8,      1,      3266.2,      1
00:00:00 09/10/2014,         0.2,      1,        13.1,      1,        90.4,    140,         356,      1,         0.4,      1,       909.5,      1,      5095.9,      1
00:00:00 10/10/2014,         0.0,      1,        14.0,      1,        88.0,    140,         328,      1,         0.4,      1,       909.8,      1,      6473.7,      1
00:00:00 11/10/2014,         1.0,      1,        13.3,      1,        90.9,    140,         356,      1,         0.3,      1,       908.3,      1,      4414.0,      1
00:00:00 12/10/2014,         0.0,      1,        12.9,      1,        89.1,    140,         350,      1,         0.4,      1,       908.4,      1,      4985.8,      1
00:00:00 13/10/2014,        33.6,      1,        11.6,      1,        98.0,    140,         339,      1,         0.4,      1,       905.6,      1,      1476.6,      1
00:00:00 14/10/2014,         0.4,      1,        11.5,      1,        91.4,    140,           3,      1,         0.3,      1,       904.2,      1,      5580.6,      1
00:00:00 15/10/2014,         0.2,      1,        11.7,      1,        89.8,    140,           1,      1,         0.3,      1,       901.9,      1,      5328.0,      1
00:00:00 16/10/2014,         0.0,      1,        12.5,      1,        85.4,      1,           5,      1,         0.7,      1,       904.3,      1,      2167.8,      1
00:00:00 17/10/2014,         0.0,      1,        13.1,      1,        83.7,      1,         114,      1,         1.2,      1,       906.4,      1,      6480.1,      1
00:00:00 18/10/2014,         0.0,      1,        11.8,      1,        79.6,      1,         100,      1,         1.1,      1,       914.6,      1,      6821.2,      1
00:00:00 19/10/2014,         0.0,      1,        12.7,      1,        77.8,      1,         103,      1,         1.5,      1,       915.8,      1,      6722.2,      1
00:00:00 20/10/2014,         0.0,      1,        11.2,      1,        86.1,      1,         102,      1,         1.0,      1,       912.0,      1,      5460.7,      1
00:00:00 21/10/2014,         6.0,      1,        12.5,      1,        83.8,      1,         197,      1,         1.2,      1,       902.2,      1,      5390.2,      1
00:00:00 22/10/2014,         2.2,      1,         6.0,      1,        53.0,      1,          60,      1,         2.7,      1,       900.8,      1,      5385.1,      1
00:00:00 23/10/2014,         2.4,      1,         6.0,      1,        67.9,      1,          94,      1,         3.1,      1,       904.3,      1,      5386.0,      1
00:00:00 24/10/2014,         0.0,      1,         6.8,      1,        71.2,      1,          87,      1,         1.5,      1,       907.3,      1,      6590.0,      1
00:00:00 25/10/2014,         0.0,      1,         5.5,      1,        81.2,      1,          92,      1,         1.0,      1,       910.7,      1,      6077.6,      1
00:00:00 26/10/2014,         0.0,      1,         6.1,      1,        85.3,      1,          73,      1,         1.3,      1,       914.0,      1,      5894.0,      1
00:00:00 27/10/2014,         0.0,      1,         5.5,      1,        86.0,      1,         261,      1,         1.2,      1,       914.8,      1,      6337.7,      1
00:00:00 28/10/2014,         0.0,      1,         5.8,      1,        79.8,      1,          78,      1,         1.4,      1,       911.5,      1,      6121.8,      1
00:00:00 29/10/2014,         0.0,      1,         4.2,      1,        86.0,      1,          95,      1,         1.1,      1,       909.3,      1,      5895.9,      1
00:00:00 30/10/2014,         0.0,      1,         4.8,      1,        79.3,      1,          91,      1,         1.3,      1,       913.6,      1,      6111.7,      1
00:00:00 31/10/2014,         0.0,      1,         6.8,      1,        80.7,      1,          82,      1,         1.2,      1,       915.6,      1,      5701.7,      1
00:00:00 01/11/2014,         0.0,      1,         8.1,      1,        77.9,      1,          86,      1,         0.9,      1,       915.2,      1,      5532.7,      1
00:00:00 02/11/2014,         0.0,      1,         7.4,      1,        77.5,      1,          93,      1,         0.9,      1,       912.3,      1,      5602.8,      1
00:00:00 03/11/2014,         0.0,      1,         6.3,      1,        85.9,      1,          90,      1,         1.0,      1,       908.0,      1,      4871.7,      1
00:00:00 04/11/2014,         5.6,      1,         7.8,      1,        98.0,      1,          66,      1,         1.3,      1,       900.4,      1,      1645.6,      1
00:00:00 05/11/2014,        57.0,      1,         7.9,      1,        99.9,      1,          90,      1,         1.2,      1,       895.5,      1,       461.8,      1
00:00:00 06/11/2014,        43.6,      1,         7.4,      1,        99.7,      1,         252,      1,         0.9,      1,       900.0,      1,      1285.2,      1
00:00:00 07/11/2014,         2.2,      1,         8.0,      1,        99.3,      1,          51,      1,         0.6,      1,       901.7,      1,      2367.9,      1
00:00:00 08/11/2014,         2.2,      1,         9.5,      1,        97.3,      1,         301,      1,         0.6,      1,       903.3,      1,      3799.5,      1
00:00:00 09/11/2014,         0.2,      1,         8.6,      1,        97.4,      1,         159,      1,         0.8,      1,       904.6,      1,      3704.5,      1
00:00:00 10/11/2014,         8.6,      1,         7.8,      1,       100.0,      1,         280,      1,         0.7,      1,       906.7,      1,      1601.3,      1
00:00:00 11/11/2014,         8.2,      1,         8.1,      1,        99.8,      1,         258,      1,         0.7,      1,       905.3,      1,      2032.7,      1
00:00:00 12/11/2014,         0.6,      1,         8.4,      1,        98.7,      1,         271,      1,         0.7,      1,       898.8,      1,      3171.8,      1
00:00:00 13/11/2014,         4.4,      1,         8.7,      1,        96.3,      1,          89,      1,         0.9,      1,       900.6,      1,      5037.6,      1
00:00:00 14/11/2014,         0.0,      1,         8.5,      1,        97.4,      1,          80,      1,         0.6,      1,       904.5,      1,      2784.8,      1
00:00:00 15/11/2014,        25.6,      1,         7.4,      1,        98.7,      1,         258,      1,         1.1,      1,       899.5,      1,      1772.1,      1
00:00:00 16/11/2014,         3.6,      1,         5.7,      1,        95.5,      1,         241,      1,         1.2,      1,       896.5,      1,      5738.2,      1
00:00:00 17/11/2014,         8.6,      1,         4.1,      1,        98.8,      1,         239,      1,         0.9,      1,       898.0,      1,      2904.8,      1
00:00:00 18/11/2014,        14.4,      1,         2.3,      1,        98.7,      1,          77,      1,         0.9,      1,       897.3,      1,      3956.0,      1
00:00:00 19/11/2014,         0.0,      1,         2.1,      1,        91.6,      1,          82,      1,         1.1,      1,       907.4,      1,      6522.1,      1
00:00:00 20/11/2014,         0.0,      1,         1.4,      1,        91.2,      1,          86,      1,         0.8,      1,       914.1,      1,      3891.3,      1
00:00:00 21/11/2014,         0.0,      1,         2.2,      1,        89.0,      1,          58,      1,         0.9,      1,       912.9,      1,      5304.1,      1
00:00:00 22/11/2014,         0.0,      1,         2.9,      1,        90.9,      1,          79,      1,         1.0,      1,       913.6,      1,      4455.8,      1
00:00:00 23/11/2014,         0.0,      1,         4.2,      1,        88.4,      1,          87,      1,         1.0,      1,       915.7,      1,      4854.6,      1
00:00:00 24/11/2014,         0.0,      1,         5.9,      1,        88.1,      1,          74,      1,         0.9,      1,       913.7,      1,      3960.0,      1
00:00:00 25/11/2014,         0.0,      1,         6.3,      1,        89.9,      1,          58,      1,         0.8,      1,       910.6,      1,      2915.3,      1
00:00:00 26/11/2014,         0.0,      1,         5.3,      1,        98.6,      1,         275,      1,         1.0,      1,       907.0,      1,      2008.8,      1
00:00:00 27/11/2014,         0.6,      1,         5.3,      1,        99.7,      1,         264,      1,         0.8,      1,       904.2,      1,      1967.2,      1
00:00:00 28/11/2014,         1.2,      1,         6.0,      1,        99.8,      1,         258,      1,         0.7,      1,       905.3,      1,      1434.1,      1
00:00:00 29/11/2014,         1.8,      1,         7.0,      1,        97.1,      1,          49,      1,         0.7,      1,       906.0,      1,      4690.1,      1
00:00:00 30/11/2014,         1.4,      1,         5.7,      1,        98.4,      1,          59,      1,         0.6,      1,       904.1,      1,      1748.9,      1
00:00:00 01/12/2014,        20.4,      1,         6.6,      1,        99.5,      1,          37,      1,         1.0,      1,       896.1,      1,       697.1,      1
00:00:00 02/12/2014,         0.4,      1,         5.2,      1,        98.5,      1,          43,      1,         0.5,      1,       896.9,      1,      2994.6,      1
00:00:00 03/12/2014,         2.2,      1,         5.4,      1,        97.7,      1,          72,      1,         0.6,      1,       901.5,      1,      3114.7,      1
00:00:00 04/12/2014,         5.0,      1,         5.2,      1,        99.9,      1,         281,      1,         0.6,      1,       904.3,      1,      2531.4,      1
00:00:00 05/12/2014,         0.0,      1,         5.1,      1,        98.3,      1,          73,      1,         0.6,      1,       905.5,      1,      2384.2,      1
00:00:00 06/12/2014,         1.4,      1,         4.8,      1,        97.4,      1,          12,      1,         0.4,      1,       904.3,      1,      2386.4,      1
00:00:00 07/12/2014,         0.0,      1,         3.8,      1,        97.8,      1,         301,      1,         0.6,      1,       904.9,      1,      2877.2,      1
00:00:00 08/12/2014,         0.0,      1,         1.8,      1,        92.9,      1,          83,      1,         0.9,      1,       905.2,      1,      4550.3,      1
00:00:00 09/12/2014,         1.8,      1,         0.4,      1,        92.7,      1,         103,      1,         1.0,      1,       908.3,      1,      5415.6,      1
00:00:00 10/12/2014,         0.0,      1,        -1.6,      1,        88.1,      1,          83,      1,         1.1,      1,       912.0,      1,      4061.9,      1
00:00:00 11/12/2014,         0.0,      1,        -0.3,      1,        86.3,      1,          94,      1,         0.8,      1,       907.5,      1,      3603.2,      1
00:00:00 12/12/2014,         0.0,      1,        -1.2,      1,        80.9,      1,          71,      1,         0.8,      1,       908.7,      1,      3191.6,      1
00:00:00 13/12/2014,         0.0,      1,         0.1,      1,        88.9,      1,          74,      1,         0.7,      1,       910.2,      1,      2847.9,      1
00:00:00 14/12/2014,         0.0,      1,         2.1,      1,        96.7,      1,          73,      1,         0.7,      1,       911.5,      1,      1831.9,      1
00:00:00 15/12/2014,         0.0,      1,         3.7,      1,        97.6,      1,          62,      1,         0.6,      1,       910.3,      1,      1228.8,      1
00:00:00 16/12/2014,         4.2,      1,         3.5,      1,       100.0,      1,          26,      1,         0.4,      1,       903.4,      1,      1083.9,      1
00:00:00 17/12/2014,         0.0,      1,         1.7,      1,        97.7,      1,          83,      1,         0.8,      1,       903.3,      1,      3613.8,      1
00:00:00 18/12/2014,         0.0,      1,         1.9,      1,        93.3,      1,          70,      1,         1.0,      1,       908.9,      1,      4248.9,      1
00:00:00 19/12/2014,         0.0,      1,         3.6,      1,        86.4,      1,          73,      1,         1.0,      1,       911.2,      1,      3762.6,      1
00:00:00 20/12/2014,         0.0,      1,         2.1,      1,        78.6,      1,          89,      1,         1.2,      1,       911.2,      1,      4007.1,      1
00:00:00 21/12/2014,         0.0,      1,         3.7,      1,        41.8,      1,          60,      1,         2.4,      1,       916.4,      1,      4401.5,      1
00:00:00 22/12/2014,         0.0,      1,         0.4,      1,        67.6,      1,          77,      1,         0.8,      1,       917.4,      1,      3368.9,      1
