"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 21/04/2013,        22.0,      1,        11.2,      1,        85.6,      1,         351,      1,         1.5,      1,       980.0,      1,      6628.9,      1
00:00:00 22/04/2013,         4.0,      1,        11.3,      1,        80.5,      1,          39,      1,         1.8,      1,       977.2,      1,      6163.4,      1
00:00:00 23/04/2013,         2.2,      1,        12.8,      1,        76.4,      1,         122,      1,         1.6,      1,       985.1,      1,     13068.6,      1
00:00:00 24/04/2013,         0.0,      1,        14.8,      1,        57.2,      1,          14,      1,         2.9,      1,       991.2,      1,     22552.0,      1
00:00:00 25/04/2013,         0.0,      1,        16.7,      1,        50.4,      1,         349,      1,         2.0,      1,       988.5,      1,     21730.1,      1
00:00:00 26/04/2013,         0.2,      1,        16.1,      1,        61.6,      1,         318,      1,         1.3,      1,       980.2,      1,      9557.4,      1
00:00:00 27/04/2013,        23.0,      1,        13.3,      1,        83.7,      1,          71,      1,         1.0,      1,       970.7,      1,      3459.9,      1
00:00:00 28/04/2013,         7.0,      1,        14.7,      1,        82.5,      1,         313,      1,         1.3,      1,       975.9,      1,     14800.9,      1
00:00:00 29/04/2013,        11.8,      1,        15.1,      1,        85.1,      1,         344,      1,         1.3,      1,       982.3,      1,      8441.3,      1
00:00:00 30/04/2013,         1.4,      1,        15.9,      1,        81.7,      1,          63,      1,         1.7,      1,       983.0,      1,      8209.4,      1
00:00:00 01/05/2013,         0.4,      1,        17.7,      1,        70.9,      1,         334,      1,         1.8,      1,       982.4,      1,     15141.6,      1
00:00:00 02/05/2013,        13.8,      1,        17.4,      1,        73.3,      1,         318,      1,         2.0,      1,       978.4,      1,     15096.6,      1
00:00:00 03/05/2013,         3.6,      1,        16.8,      1,        68.7,      1,           5,      1,         2.4,      1,       976.5,      1,     21188.5,      1
00:00:00 04/05/2013,         0.0,      1,        17.2,      1,        58.2,      1,           2,      1,         1.8,      1,       978.7,      1,     22549.2,      1
00:00:00 05/05/2013,         3.2,      1,        15.1,      1,        65.6,      1,          79,      1,         1.8,      1,       981.6,      1,     10299.5,      1
00:00:00 06/05/2013,         2.0,      1,        15.5,      1,        79.0,      1,           1,      1,         1.2,      1,       979.0,      1,     12846.2,      1
00:00:00 07/05/2013,         4.6,      1,        15.9,      1,        77.9,      1,          81,      1,         1.7,      1,       977.5,      1,     12823.7,      1
00:00:00 08/05/2013,         0.2,      1,        17.2,      1,        66.9,      1,          53,      1,         2.5,      1,       978.1,      1,     20168.9,      1
00:00:00 09/05/2013,         0.0,      1,        19.2,      1,        56.3,      1,           8,      1,         1.9,      1,       978.5,      1,     21079.0,      1
00:00:00 10/05/2013,         7.2,      1,        15.1,      1,        83.3,      1,         341,      1,         1.9,      1,       976.0,      1,      3753.8,      1
00:00:00 11/05/2013,        15.8,      1,        15.3,      1,        63.9,      1,         320,      1,         2.7,      1,       974.4,      1,     16996.6,      1
00:00:00 12/05/2013,         1.0,      1,        15.6,      1,        42.9,      1,         330,      1,         2.6,      1,       975.2,      1,     20584.5,      1
00:00:00 13/05/2013,         0.0,      1,        15.6,      1,        35.6,      1,         336,      1,         2.5,      1,       978.8,      1,     24078.0,      1
00:00:00 14/05/2013,         0.0,      1,        16.5,      1,        50.5,      1,          14,      1,         2.0,      1,       976.3,      1,     18868.6,      1
00:00:00 15/05/2013,         1.0,      1,        16.7,      1,        54.3,      1,          94,      1,         3.0,      1,       971.5,      1,     20417.2,      1
00:00:00 16/05/2013,        71.4,      1,        11.4,      1,        91.2,      1,         327,      1,         1.1,      1,       966.8,      1,      2163.8,      1
00:00:00 17/05/2013,        52.8,      1,        11.5,      1,        90.2,      1,         332,      1,         1.3,      1,       967.2,      1,      3984.5,      1
00:00:00 18/05/2013,         1.2,      1,        14.0,      1,        64.5,      1,          82,      1,         2.4,      1,       976.5,      1,     15492.4,      1
00:00:00 19/05/2013,        11.8,      1,        12.9,      1,        75.8,      1,           3,      1,         2.1,      1,       974.7,      1,     11642.2,      1
00:00:00 20/05/2013,         0.8,      1,        13.5,      1,        62.2,      1,         109,      1,         2.4,      1,       977.4,      1,     15459.5,      1
00:00:00 21/05/2013,         0.0,      1,        14.2,      1,        57.0,      1,          97,      1,         2.9,      1,       975.9,      1,     19739.8,      1
00:00:00 22/05/2013,         0.0,      1,        15.8,      1,        52.2,      1,         318,      1,         1.9,      1,       969.7,      1,     21421.0,      1
00:00:00 23/05/2013,        24.8,      1,        16.1,      1,        43.1,      1,         299,      1,         3.3,      1,       965.7,      1,     20604.4,      1
00:00:00 24/05/2013,        28.4,      1,         7.5,      1,        79.4,      1,          37,      1,         4.6,      1,       968.3,      1,      4820.1,      1
00:00:00 25/05/2013,         2.6,      1,         9.3,      1,        74.2,      1,          93,      1,         2.1,      1,       970.4,      1,     16267.5,      1
00:00:00 26/05/2013,         0.0,      1,        12.9,      1,        51.6,      1,         298,      1,         2.0,      1,       972.5,      1,     21623.8,      1
00:00:00 27/05/2013,         0.0,      1,        15.2,      1,        49.4,      1,         136,      1,         2.6,      1,       972.8,      1,     22204.3,      1
00:00:00 28/05/2013,         0.0,      1,        15.7,      1,        58.6,      1,         131,      1,         2.4,      1,       970.2,      1,     13761.6,      1
00:00:00 29/05/2013,        10.4,      1,        13.4,      1,        74.3,      1,          13,      1,         2.1,      1,       965.4,      1,     18091.2,      1
00:00:00 30/05/2013,         0.0,      1,        12.3,      1,        69.0,      1,         351,      1,         2.0,      1,       966.1,      1,     12721.7,      1
00:00:00 31/05/2013,         0.2,      1,        13.7,      1,        68.9,      1,          12,      1,         1.4,      1,       963.9,      1,     15977.6,      1
00:00:00 01/06/2013,         0.0,      1,        15.4,      1,        61.9,      1,         312,      1,         1.8,      1,       968.5,      1,     16273.0,      1
00:00:00 02/06/2013,         0.0,      1,        16.9,      1,        53.3,      1,         330,      1,         1.7,      1,       973.0,      1,     14099.3,      1
00:00:00 03/06/2013,         0.0,      1,        19.0,      1,        37.2,      1,         315,      1,         3.3,      1,       977.4,      1,     23766.1,      1
00:00:00 04/06/2013,         0.0,      1,        18.9,      1,        46.9,      1,          51,      1,         3.0,      1,       977.1,      1,     21848.0,      1
00:00:00 05/06/2013,         0.4,      1,        19.1,      1,        58.0,      1,          98,      1,         3.3,      1,       978.7,      1,     23727.8,      1
00:00:00 06/06/2013,         5.6,      1,        18.9,      1,        62.7,      1,         170,      1,         2.2,      1,       980.9,      1,     26655.0,      1
00:00:00 07/06/2013,         0.0,      1,        19.7,      1,        58.2,      1,          55,      1,         2.6,      1,       980.5,      1,     21559.4,      1
00:00:00 08/06/2013,         0.0,      1,        20.2,      1,        56.9,      1,          72,      1,         3.8,      1,       978.2,      1,     24927.3,      1
00:00:00 09/06/2013,        14.0,      1,        16.9,      1,        75.8,      1,          24,      1,         1.7,      1,       975.2,      1,     10340.7,      1
00:00:00 10/06/2013,         1.0,      1,        16.6,      1,        70.3,      1,         310,      1,         1.2,      1,       972.8,      1,     18474.5,      1
00:00:00 11/06/2013,         0.0,      1,        19.0,      1,        56.7,      1,         347,      1,         2.4,      1,       975.6,      1,     21120.7,      1
00:00:00 12/06/2013,         0.0,      1,        20.9,      1,        43.7,      1,         351,      1,         2.6,      1,       980.3,      1,     26298.1,      1
00:00:00 13/06/2013,         0.0,      1,        21.3,      1,        43.6,      1,         358,      1,         1.7,      1,       981.8,      1,     26493.4,      1
00:00:00 14/06/2013,         0.0,      1,        23.0,      1,        52.6,      1,         110,      1,         2.3,      1,       979.1,      1,     20240.7,      1
00:00:00 15/06/2013,         0.0,      1,        24.3,      1,        50.9,      1,          12,      1,         2.1,      1,       978.3,      1,     23109.4,      1
00:00:00 16/06/2013,         0.0,      1,        24.4,      1,        56.0,      1,           9,      1,         2.4,      1,       979.3,      1,     22436.3,      1
00:00:00 17/06/2013,         0.0,      1,        25.9,      1,        55.4,      1,          57,      1,         2.6,      1,       980.0,      1,     24605.2,      1
00:00:00 18/06/2013,         1.0,      1,        25.5,      1,        63.1,      1,          66,      1,         2.3,      1,       979.9,      1,     19637.8,      1
00:00:00 19/06/2013,         0.0,      1,        26.8,      1,        57.1,      1,          57,      1,         2.3,      1,       979.5,      1,     23621.8,      1
00:00:00 20/06/2013,         0.0,      1,        26.5,      1,        53.7,      1,          61,      1,         3.1,      1,       977.7,      1,     24349.9,      1
00:00:00 21/06/2013,         0.0,      1,        24.7,      1,        45.5,      1,         124,      1,         2.4,      1,       977.0,      1,     24955.0,      1
00:00:00 22/06/2013,         0.0,      1,        22.8,      1,        47.4,      1,          99,      1,         3.3,      1,       977.6,      1,     21332.6,      1
00:00:00 23/06/2013,         2.4,      1,        21.9,      1,        57.6,      1,          30,      1,         2.9,      1,       975.6,      1,     20655.5,      1
00:00:00 24/06/2013,         5.6,      1,        15.2,      1,        55.8,      1,         307,      1,         4.1,      1,       977.9,      1,      9262.6,      1
00:00:00 25/06/2013,         0.0,      1,        19.1,      1,        37.5,      1,         328,      1,         3.2,      1,       979.6,      1,     18661.3,      1
00:00:00 26/06/2013,         0.0,      1,        18.7,      1,        39.2,      1,         346,      1,         2.6,      1,       983.2,      1,     21921.4,      1
00:00:00 27/06/2013,        24.6,      1,        15.3,      1,        55.2,      1,          88,      1,         2.5,      1,       984.1,      1,     20087.2,      1
00:00:00 28/06/2013,        11.8,      1,        13.7,      1,        73.7,      1,         332,      1,         1.5,      1,       982.9,      1,     16904.9,      1
00:00:00 29/06/2013,         0.0,      1,        15.7,      1,        57.9,      1,         344,      1,         2.0,      1,       981.7,      1,     17816.4,      1
00:00:00 30/06/2013,         0.0,      1,        19.2,      1,        50.5,      1,         352,      1,         2.3,      1,       981.3,      1,     23547.0,      1
00:00:00 01/07/2013,         0.0,      1,        20.8,      1,        51.3,      1,          69,      1,         2.5,      1,       981.6,      1,     20271.6,      1
00:00:00 02/07/2013,         0.0,      1,        21.4,      1,        59.0,      1,         335,      1,         2.4,      1,       980.7,      1,     25023.5,      1
00:00:00 03/07/2013,         0.0,      1,        22.0,      1,        55.0,      1,         113,      1,         2.1,      1,       978.1,      1,     17211.8,      1
00:00:00 04/07/2013,         0.0,      1,        22.8,      1,        52.3,      1,          26,      1,         2.6,      1,       980.6,      1,     26946.0,      1
00:00:00 05/07/2013,         1.2,      1,        24.5,      1,        52.5,      1,          62,      1,         2.8,      1,       984.7,      1,     26215.8,      1
00:00:00 06/07/2013,         0.0,      1,        24.4,      1,        55.9,      1,          76,      1,         3.0,      1,       985.3,      1,     23411.7,      1
00:00:00 07/07/2013,         1.6,      1,        22.4,      1,        55.7,    140,          59,      1,         3.0,      1,       986.4,      1,     16389.2,      1
00:00:00 08/07/2013,         0.0,      1,        24.0,      1,        57.8,      1,          43,      1,         2.8,      1,       986.0,      1,     24857.5,      1
00:00:00 09/07/2013,         1.6,      1,        23.0,      1,        64.4,      1,         350,      1,         2.4,      1,       983.3,      1,     24743.4,      1
00:00:00 10/07/2013,         5.4,      1,        22.5,      1,        67.0,      1,          44,      1,         2.1,      1,       978.1,      1,     18421.1,      1
00:00:00 11/07/2013,         0.8,      1,        23.9,      1,        59.2,      1,          79,      1,         2.2,      1,       975.0,      1,     24131.4,      1
00:00:00 12/07/2013,         0.0,      1,        23.7,      1,        55.4,      1,         193,      1,         2.1,      1,       978.4,      1,     24454.6,      1
00:00:00 13/07/2013,         0.0,      1,        24.3,      1,        56.5,      1,           6,      1,         2.4,      1,       979.2,      1,     21471.0,      1
00:00:00 14/07/2013,         0.0,      1,        23.2,      1,        52.0,      1,          82,      1,         3.8,      1,       981.0,      1,     25439.2,      1
00:00:00 15/07/2013,         0.0,      1,        24.2,      1,        53.7,      1,          55,      1,         2.4,      1,       980.9,      1,     23321.7,      1
00:00:00 16/07/2013,         0.0,      1,        24.6,      1,        53.4,      1,         121,      1,         2.5,      1,       982.9,      1,     23616.6,      1
00:00:00 17/07/2013,         0.0,      1,        24.9,      1,        55.8,      1,         112,      1,         3.3,      1,       982.8,      1,     23641.5,      1
00:00:00 18/07/2013,         0.0,      1,        23.2,      1,        57.0,      1,          26,      1,         2.7,      1,       982.7,      1,     18726.4,      1
00:00:00 19/07/2013,        21.2,      1,        23.0,      1,        57.5,      1,          57,      1,         2.7,      1,       981.4,      1,     26256.8,      1
00:00:00 20/07/2013,         0.0,      1,        23.3,      1,        58.2,      1,          49,      1,         3.0,      1,       979.9,      1,     22679.0,      1
00:00:00 21/07/2013,         2.0,      1,        24.6,      1,        58.4,      1,          31,      1,         2.5,      1,       981.0,      1,     23762.3,      1
00:00:00 22/07/2013,        19.2,      1,        24.9,      1,        58.0,      1,         102,      1,         2.6,      1,       980.0,      1,     24180.0,      1
00:00:00 23/07/2013,         0.2,      1,        23.9,      1,        58.6,      1,          37,      1,         1.7,      1,       978.0,      1,     23765.9,      1
00:00:00 24/07/2013,         0.0,      1,        24.3,      1,        54.7,      1,         351,      1,         2.1,      1,       978.5,      1,     19242.3,      1
00:00:00 25/07/2013,         0.0,      1,        24.7,      1,        57.1,      1,         335,      1,         2.0,      1,       980.0,      1,     25056.8,      1
00:00:00 26/07/2013,         0.0,      1,        26.2,      1,        56.1,      1,           4,      1,         1.9,      1,       979.5,      1,     20255.9,      1
00:00:00 27/07/2013,         0.0,      1,        27.1,      1,        55.4,      1,         358,      1,         1.9,      1,       977.4,      1,     20513.2,      1
00:00:00 28/07/2013,         0.0,      1,        28.5,      1,        47.9,      1,         102,      1,         2.8,      1,       978.0,      1,     23459.4,      1
00:00:00 29/07/2013,        20.2,      1,        22.5,      1,        65.0,      1,          76,      1,         3.0,      1,       978.6,      1,      9355.1,      1
00:00:00 30/07/2013,         0.0,      1,        22.1,      1,        53.0,      1,         340,      1,         2.5,      1,       981.3,      1,     24678.6,      1
00:00:00 31/07/2013,         0.0,      1,        23.7,      1,        46.8,      1,         354,      1,         2.0,      1,       982.1,      1,     25186.8,      1
00:00:00 01/08/2013,         0.0,      1,        25.4,      1,        51.4,      1,           2,      1,         2.0,      1,       981.9,      1,     24723.9,      1
00:00:00 02/08/2013,         0.0,      1,        26.9,      1,        47.0,      1,          10,      1,         1.9,      1,       981.6,      1,     24264.2,      1
00:00:00 03/08/2013,         0.0,      1,        27.3,      1,        42.2,      1,          22,      1,         2.2,      1,       980.7,      1,     23688.2,      1
00:00:00 04/08/2013,         0.0,      1,        28.1,      1,        44.3,      1,         345,      1,         1.9,      1,       981.2,      1,     22726.5,      1
00:00:00 05/08/2013,         0.0,      1,        27.9,      1,        46.4,      1,         339,      1,         2.1,      1,       980.5,      1,     22829.2,      1
00:00:00 06/08/2013,         0.0,      1,        28.5,      1,        42.8,      1,          72,      1,         2.5,      1,       978.3,      1,     22768.1,      1
00:00:00 07/08/2013,         0.0,      1,        27.5,      1,        47.7,      1,           2,      1,         1.8,      1,       976.6,      1,     15213.2,      1
00:00:00 08/08/2013,         0.0,      1,        26.5,      1,        43.6,      1,         326,      1,         1.9,      1,       978.5,      1,     13400.0,      1
00:00:00 09/08/2013,         0.0,      1,        23.0,      1,        53.0,      1,         352,      1,         2.6,      1,       978.5,      1,     14078.5,      1
00:00:00 10/08/2013,         0.0,      1,        23.0,      1,        42.0,      1,         319,      1,         3.7,      1,       979.3,      1,     23528.5,      1
00:00:00 11/08/2013,         0.0,      1,        23.4,      1,        42.8,      1,         341,      1,         2.0,      1,       979.7,      1,     21917.2,      1
00:00:00 12/08/2013,         0.0,      1,        24.3,      1,        48.4,      1,         102,      1,         2.9,      1,       978.6,      1,     16943.5,      1
00:00:00 13/08/2013,         0.0,      1,        24.9,      1,        47.3,      1,          26,      1,         2.4,      1,       976.7,      1,     20456.8,      1
00:00:00 14/08/2013,         0.2,      1,        20.2,      1,        68.4,      1,         316,      1,         2.2,      1,       980.4,      1,     11330.2,      1
00:00:00 15/08/2013,         0.0,      1,        21.8,      1,        57.6,      1,         133,      1,         1.9,      1,       983.1,      1,     21573.5,      1
00:00:00 16/08/2013,         0.0,      1,        22.7,      1,        49.0,      1,          69,      1,         3.0,      1,       982.0,      1,     22373.2,      1
00:00:00 17/08/2013,         0.0,      1,        23.7,      1,        47.9,      1,          12,      1,         2.6,      1,       980.3,      1,     22055.7,      1
00:00:00 18/08/2013,         0.0,      1,        24.6,      1,        41.1,      1,          96,      1,         3.1,      1,       980.0,      1,     22200.7,      1
00:00:00 19/08/2013,         5.8,      1,        22.9,      1,        54.5,      1,          57,      1,         3.5,      1,       979.1,      1,     15987.6,      1
00:00:00 20/08/2013,         0.0,      1,        21.5,      1,        44.9,      1,         328,      1,         3.2,      1,       982.6,      1,     20354.5,      1
00:00:00 21/08/2013,         0.0,      1,        21.4,      1,        38.5,      1,         336,      1,         2.3,      1,       983.5,      1,     22699.1,      1
00:00:00 22/08/2013,         0.0,      1,        21.9,      1,        50.0,      1,         351,      1,         1.8,      1,       980.3,      1,     21604.8,      1
00:00:00 23/08/2013,        15.8,      1,        20.6,      1,        64.3,      1,          24,      1,         2.0,      1,       979.1,      1,     15509.5,      1
00:00:00 24/08/2013,        10.4,      1,        20.4,      1,        67.9,      1,           8,      1,         1.9,      1,       976.1,      1,     19224.5,      1
00:00:00 25/08/2013,         5.6,      1,        19.2,      1,        68.2,      1,         320,      1,         2.6,      1,       971.7,      1,     17347.6,      1
00:00:00 26/08/2013,        13.2,      1,        18.2,      1,        73.0,      1,          79,      1,         2.2,      1,       974.1,      1,     12919.4,      1
00:00:00 27/08/2013,         7.4,      1,        18.6,      1,        71.1,      1,         345,      1,         1.9,      1,       974.4,      1,     14200.7,      1
00:00:00 28/08/2013,        10.4,      1,        18.8,      1,        70.9,      1,         331,      1,         1.5,      1,       976.3,      1,     17489.7,      1
00:00:00 29/08/2013,         0.0,      1,        19.4,      1,        53.8,      1,         353,      1,         1.9,      1,       982.2,      1,     16298.9,      1
00:00:00 30/08/2013,         0.0,      1,        20.5,      1,        58.1,      1,           5,      1,         2.2,      1,       982.6,      1,     19771.3,      1
00:00:00 31/08/2013,         0.0,      1,        21.2,      1,        56.7,      1,           1,      1,         2.1,      1,       982.5,      1,     20253.3,      1
00:00:00 01/09/2013,         0.0,      1,        21.3,      1,        59.0,      1,          33,      1,         2.6,      1,       982.4,      1,     17849.3,      1
00:00:00 02/09/2013,         0.0,      1,        20.6,      1,        58.6,      1,         346,      1,         1.6,      1,       985.2,      1,     20380.3,      1
00:00:00 03/09/2013,         0.0,      1,        21.4,      1,        50.1,      1,           7,      1,         2.1,      1,       986.2,      1,     20314.9,      1
00:00:00 04/09/2013,         0.0,      1,        22.0,      1,        58.3,      1,           2,      1,         2.3,      1,       985.7,      1,     19485.1,      1
00:00:00 05/09/2013,         0.0,      1,        23.6,      1,        60.6,      1,          58,      1,         1.7,      1,       980.2,      1,     17118.6,      1
00:00:00 06/09/2013,         0.0,      1,        23.6,      1,        59.3,      1,          92,      1,         3.1,      1,       977.5,      1,     16802.7,      1
00:00:00 07/09/2013,         0.0,      1,        23.5,      1,        57.1,      1,          79,      1,         3.1,      1,       980.4,      1,     17520.7,      1
00:00:00 08/09/2013,         1.0,      1,        20.5,      1,        72.6,      1,          89,      1,         1.9,      1,       981.9,      1,      5174.0,      1
00:00:00 09/09/2013,        11.8,      1,        21.1,      1,        66.1,      1,         330,      1,         2.1,      1,       977.7,      1,     18975.4,      1
00:00:00 10/09/2013,        18.8,      1,        17.9,      1,        75.6,      1,          36,      1,         2.0,      1,       977.0,      1,      9208.6,      1
00:00:00 11/09/2013,         1.0,      1,        15.9,      1,        64.6,      1,         340,      1,         2.3,      1,       976.6,      1,     16172.9,      1
00:00:00 12/09/2013,         0.0,      1,        15.7,      1,        63.3,      1,           5,      1,         1.8,      1,       977.1,      1,     16170.5,      1
00:00:00 13/09/2013,         0.0,      1,        16.4,      1,        55.4,      1,         359,      1,         1.8,      1,       980.9,      1,     16362.1,      1
00:00:00 14/09/2013,         0.0,      1,        16.0,      1,        53.7,      1,          19,      1,         1.9,      1,       980.7,      1,     16833.2,      1
00:00:00 15/09/2013,         0.0,      1,        16.0,      1,        74.6,      1,          32,      1,         1.0,      1,       976.1,      1,      5563.5,      1
00:00:00 16/09/2013,         0.0,      1,        17.2,      1,        70.4,      1,         340,      1,         1.4,      1,       968.7,      1,     13464.9,      1
00:00:00 17/09/2013,         4.2,      1,        15.6,      1,        49.5,      1,           7,      1,         2.4,      1,       966.2,      1,     18155.6,      1
00:00:00 18/09/2013,         0.0,      1,        14.0,      1,        54.3,      1,          23,      1,         1.5,      1,       968.7,      1,     15958.6,      1
00:00:00 19/09/2013,         0.0,      1,        17.4,      1,        56.7,      1,         350,      1,         1.9,      1,       971.0,      1,     17428.8,      1
00:00:00 20/09/2013,         0.0,      1,        16.9,      1,        57.4,      1,         345,      1,         1.5,      1,       978.7,      1,     14572.8,      1
00:00:00 21/09/2013,         0.0,      1,        17.5,      1,        60.8,      1,           0,      1,         1.7,      1,       984.3,      1,     16406.5,      1
00:00:00 22/09/2013,         0.0,      1,        17.1,      1,        59.9,      1,         333,      1,         1.5,      1,       987.8,      1,     16086.1,      1
00:00:00 23/09/2013,         0.0,      1,        17.2,      1,        57.7,      1,          10,      1,         1.5,      1,       983.8,      1,     16829.5,      1
00:00:00 24/09/2013,         0.0,      1,        18.0,      1,        57.0,      1,          19,      1,         2.1,      1,       978.8,      1,     16755.1,      1
00:00:00 25/09/2013,         0.0,      1,        18.7,      1,        61.6,      1,          12,      1,         1.6,      1,       977.0,      1,      8576.5,      1
00:00:00 26/09/2013,         0.0,      1,        18.3,      1,        67.1,      1,          26,      1,         2.3,      1,       977.1,      1,     12374.3,      1
00:00:00 27/09/2013,         0.0,      1,        19.6,      1,        71.1,      1,         341,      1,         1.4,      1,       977.1,      1,     10596.7,      1
00:00:00 28/09/2013,         0.0,      1,        19.9,      1,        71.5,      1,         340,      1,         1.1,      1,       975.6,      1,      7081.1,      1
00:00:00 29/09/2013,         6.6,      1,        18.4,      1,        78.4,      1,          82,      1,         2.0,      1,       970.2,      1,      4706.9,      1
00:00:00 30/09/2013,         9.0,      1,        15.2,      1,        84.8,      1,         326,      1,         1.8,      1,       967.4,      1,      9231.8,      1
00:00:00 01/10/2013,         0.0,      1,        15.8,      1,        74.2,      1,         155,      1,         1.2,      1,       972.0,      1,     12689.2,      1
00:00:00 02/10/2013,         0.0,      1,        16.2,      1,        66.9,      1,         318,      1,         1.3,      1,       979.0,      1,     12463.9,      1
00:00:00 03/10/2013,         0.0,      1,        13.9,      1,        62.2,      1,          78,      1,         2.2,      1,       987.3,      1,      2113.7,      1
00:00:00 04/10/2013,         0.0,      1,        12.8,      1,        70.8,      1,          78,      1,         1.9,      1,       988.7,      1,      3405.6,      1
00:00:00 05/10/2013,         2.8,      1,        12.4,      1,        82.5,      1,         123,      1,         1.4,      1,       984.3,      1,      4469.9,      1
00:00:00 06/10/2013,         1.0,      1,        14.7,      1,        81.1,      1,         355,      1,         2.1,      1,       984.0,      1,      5774.8,      1
00:00:00 07/10/2013,         3.2,      1,        15.0,      1,        89.2,      1,          26,      1,         1.3,      1,       985.1,      1,      2861.8,      1
00:00:00 08/10/2013,         4.0,      1,        14.9,      1,        87.1,      1,         151,      1,         1.1,      1,       985.0,      1,      6654.5,      1
00:00:00 09/10/2013,         5.6,      1,        15.0,      1,        86.1,      1,         143,      1,         1.1,      1,       981.1,      1,      8196.9,      1
00:00:00 10/10/2013,        11.2,      1,        13.9,      1,        83.4,      1,          82,      1,         2.7,      1,       970.6,      1,      2167.0,      1
00:00:00 11/10/2013,        12.6,      1,         7.9,      1,        75.2,      1,         320,      1,         1.9,      1,       975.0,      1,     11400.2,      1
00:00:00 12/10/2013,        19.2,      1,         7.8,      1,        81.7,      1,         325,      1,         1.5,      1,       982.2,      1,     12235.9,      1
00:00:00 13/10/2013,         0.0,      1,         9.7,      1,        79.2,      1,         341,      1,         0.9,      1,       985.5,      1,      4172.6,      1
00:00:00 14/10/2013,         0.0,      1,        11.6,      1,        75.6,      1,         340,      1,         1.0,      1,       984.7,      1,      6822.3,      1
00:00:00 15/10/2013,         0.0,      1,        12.0,      1,        76.8,      1,         342,      1,         1.0,      1,       978.9,      1,      5177.2,      1
00:00:00 16/10/2013,         0.0,      1,        13.8,      1,        58.2,      1,         357,      1,         1.8,      1,       973.2,      1,     12281.2,      1
00:00:00 17/10/2013,         0.0,      1,        12.0,      1,        56.4,      1,          15,      1,         1.6,      1,       979.3,      1,     12055.1,      1
00:00:00 18/10/2013,         0.0,      1,        11.6,      1,        57.4,      1,          19,      1,         1.7,      1,       981.4,      1,     11706.6,      1
00:00:00 19/10/2013,         0.0,      1,        12.2,      1,        66.0,      1,           7,      1,         1.0,      1,       985.7,      1,      9764.7,      1
00:00:00 20/10/2013,        11.0,      1,        12.5,      1,        79.8,      1,         312,      1,         1.0,      1,       987.1,      1,      5690.2,      1
00:00:00 21/10/2013,         0.0,      1,        14.1,      1,        83.9,      1,         325,      1,         1.2,      1,       986.2,      1,      8744.2,      1
00:00:00 22/10/2013,         0.0,      1,        14.3,      1,        84.7,      1,         335,      1,         0.7,      1,       984.5,      1,      2428.5,      1
00:00:00 23/10/2013,        42.4,      1,        14.5,      1,        91.2,      1,          48,      1,         1.1,      1,       981.6,      1,      1381.6,      1
00:00:00 24/10/2013,        12.4,      1,        14.9,      1,        87.1,      1,         341,      1,         1.2,      1,       983.9,      1,      5942.5,      1
00:00:00 25/10/2013,         0.0,      1,        15.9,      1,        80.8,      1,         329,      1,         0.9,      1,       985.4,      1,      7192.3,      1
00:00:00 26/10/2013,         0.0,      1,        15.4,      1,        75.8,      1,         338,      1,         1.4,      1,       985.9,      1,      9804.8,      1
00:00:00 27/10/2013,         0.0,      1,        15.1,      1,        80.6,      1,         342,      1,         1.5,      1,       982.5,      1,      3448.2,      1
00:00:00 28/10/2013,         0.0,      1,        15.5,      1,        79.4,      1,          13,      1,         2.3,      1,       979.4,      1,      7355.9,      1
00:00:00 29/10/2013,        43.8,      1,        13.4,      1,        93.0,      1,         321,      1,         1.3,      1,       977.7,      1,      2512.9,      1
00:00:00 30/10/2013,         9.0,      1,        12.7,      1,        80.5,      1,         322,      1,         1.9,      1,       982.4,      1,      5296.2,      1
00:00:00 31/10/2013,         0.0,      1,        13.4,      1,        73.4,      1,         338,      1,         1.0,      1,       986.5,      1,      5798.0,      1
00:00:00 01/11/2013,         0.0,      1,        13.6,      1,        76.4,      1,         343,      1,         0.8,      1,       984.5,      1,      4927.6,      1
00:00:00 02/11/2013,         0.2,      1,        12.9,      1,        78.9,      1,          75,      1,         1.7,      1,       979.0,      1,      3724.3,      1
00:00:00 03/11/2013,         7.0,      1,        13.3,      1,        76.4,      1,          20,      1,         2.4,      1,       971.5,      1,      5716.3,      1
00:00:00 04/11/2013,         5.8,      1,         8.1,      1,        81.0,      1,         325,      1,         1.0,      1,       967.8,      1,      2459.9,      1
00:00:00 05/11/2013,         0.0,      1,        10.4,      1,        78.2,      1,         349,      1,         1.5,      1,       961.3,      1,      8345.4,      1
00:00:00 06/11/2013,         0.0,      1,        10.6,      1,        71.1,      1,         341,      1,         2.0,      1,       969.7,      1,      8740.5,      1
00:00:00 07/11/2013,         0.0,      1,        10.1,      1,        73.1,      1,           2,      1,         1.3,      1,       979.1,      1,      8146.1,      1
00:00:00 08/11/2013,         0.4,      1,        10.3,      1,        81.3,      1,         318,      1,         1.0,      1,       980.3,      1,      2811.7,      1
00:00:00 09/11/2013,        29.8,      1,         9.5,      1,        91.4,      1,         306,      1,         1.2,      1,       974.7,      1,       826.0,      1
00:00:00 10/11/2013,         0.2,      1,         7.4,      1,        77.6,      1,         351,      1,         2.0,      1,       970.1,      1,      3812.9,      1
